decl,decl_fanout,qid_index,qid,qid_label,qid_status,qid_importance,is_primary_decl_of_qid,qid_other_decls,wikipedia_url,wikidata_url,mathlib_doc_url,decision,notes
SimpleGraph.IsTuranMaximal,2,2/2,Q739245,Extremal graph theory,formalized,High,FALSE,"SimpleGraph.IsExtremal, SimpleGraph.extremalNumber, SimpleGraph.isTuranMaximal_iff_nonempty_iso_turanGraph, SimpleGraph.turanGraph",https://en.wikipedia.org/wiki/Extremal_graph_theory,https://www.wikidata.org/wiki/Q739245,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimpleGraph.IsTuranMaximal,,
SimpleGraph.chromaticNumber,2,1/2,Q1383936,Hadwiger–Nelson problem,formalized,Mid,FALSE,SimpleGraph.UnitDistEmbedding,https://en.wikipedia.org/wiki/Hadwiger-Nelson_problem,https://www.wikidata.org/wiki/Q1383936,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimpleGraph.chromaticNumber,,
SimpleGraph.chromaticNumber,2,2/2,Q504843,Graph coloring,formalized,High,FALSE,"SimpleGraph.Colorable, SimpleGraph.Coloring, SimpleGraph.Coloring.colorClass",https://en.wikipedia.org/wiki/Graph_coloring,https://www.wikidata.org/wiki/Q504843,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimpleGraph.chromaticNumber,,
SimpleGraph.isTuranMaximal_iff_nonempty_iso_turanGraph,2,1/2,Q720459,Turán graph,formalized,Mid,FALSE,"SimpleGraph.IsTuranMaximal, SimpleGraph.isTuranMaximal_turanGraph, SimpleGraph.turanGraph, SimpleGraph.turanGraph_cliqueFree",https://en.wikipedia.org/wiki/Turan_graph,https://www.wikidata.org/wiki/Q720459,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimpleGraph.isTuranMaximal_iff_nonempty_iso_turanGraph,,
SimpleGraph.isTuranMaximal_iff_nonempty_iso_turanGraph,2,2/2,Q739245,Extremal graph theory,formalized,High,FALSE,"SimpleGraph.IsExtremal, SimpleGraph.IsTuranMaximal, SimpleGraph.extremalNumber, SimpleGraph.turanGraph",https://en.wikipedia.org/wiki/Extremal_graph_theory,https://www.wikidata.org/wiki/Q739245,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimpleGraph.isTuranMaximal_iff_nonempty_iso_turanGraph,,
SimpleGraph.lineGraph,2,1/2,Q1050972,Edge coloring,not_formalized,Mid,FALSE,SimpleGraph.EdgeLabeling,https://en.wikipedia.org/wiki/Edge_coloring,https://www.wikidata.org/wiki/Q1050972,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimpleGraph.lineGraph,,
SimpleGraph.lineGraph,2,2/2,Q1378376,Line graph,formalized,Mid,TRUE,"SimpleGraph.Copy.toLineGraphEmbedding, SimpleGraph.Iso.lineGraph, SimpleGraph.lineGraph_adj_iff_exists",https://en.wikipedia.org/wiki/Line_graph,https://www.wikidata.org/wiki/Q1378376,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimpleGraph.lineGraph,,
SimpleGraph.turanGraph,2,1/2,Q720459,Turán graph,formalized,Mid,TRUE,"SimpleGraph.IsTuranMaximal, SimpleGraph.isTuranMaximal_iff_nonempty_iso_turanGraph, SimpleGraph.isTuranMaximal_turanGraph, SimpleGraph.turanGraph_cliqueFree",https://en.wikipedia.org/wiki/Turan_graph,https://www.wikidata.org/wiki/Q720459,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimpleGraph.turanGraph,,
SimpleGraph.turanGraph,2,2/2,Q739245,Extremal graph theory,formalized,High,FALSE,"SimpleGraph.IsExtremal, SimpleGraph.IsTuranMaximal, SimpleGraph.extremalNumber, SimpleGraph.isTuranMaximal_iff_nonempty_iso_turanGraph",https://en.wikipedia.org/wiki/Extremal_graph_theory,https://www.wikidata.org/wiki/Q739245,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimpleGraph.turanGraph,,
SimplyConnectedSpace.nonempty_homeomorph_sphere_three,2,1/2,Q12294298,Low-dimensional topology,not_formalized,High,FALSE,"Quandle, Rack, exists_open_nonempty_homeomorph_isEmpty_diffeomorph_euclideanSpace_four",https://en.wikipedia.org/wiki/Low-dimensional_topology,https://www.wikidata.org/wiki/Q12294298,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimplyConnectedSpace.nonempty_homeomorph_sphere_three,,
SimplyConnectedSpace.nonempty_homeomorph_sphere_three,2,2/2,Q203586,Poincaré conjecture,formalized,Top,TRUE,"ContinuousMap.HomotopyEquiv.NonemptyDiffeomorphSphere, ContinuousMap.HomotopyEquiv.nonempty_homeomorph_sphere, SimplyConnectedSpace.nonempty_diffeomorph_sphere_three",https://en.wikipedia.org/wiki/Poincare_conjecture,https://www.wikidata.org/wiki/Q203586,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=SimplyConnectedSpace.nonempty_homeomorph_sphere_three,,
StandardBorelSpace,2,1/2,Q225869,Descriptive set theory,formalized,High,FALSE,"AnalyticSet, MeasurablySeparable, Perfect.exists_nat_bool_injection, PolishSpace",https://en.wikipedia.org/wiki/Descriptive_set_theory,https://www.wikidata.org/wiki/Q225869,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=StandardBorelSpace,,
StandardBorelSpace,2,2/2,Q7598372,Standard probability space,formalized,High,TRUE,"PolishSpace, UpgradedStandardBorel",https://en.wikipedia.org/wiki/Standard_probability_space,https://www.wikidata.org/wiki/Q7598372,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=StandardBorelSpace,,
StrongDual,2,1/2,Q579600,Functional (mathematics),formalized,High,FALSE,"LinearMap, Module.Dual",https://en.wikipedia.org/wiki/Functional_mathematics,https://www.wikidata.org/wiki/Q579600,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=StrongDual,,
StrongDual,2,2/2,Q752487,Dual space,formalized,Mid,FALSE,"LinearMap.dualMap, Module.Dual, Module.Dual.eval, WeakDual",https://en.wikipedia.org/wiki/Dual_space,https://www.wikidata.org/wiki/Q752487,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=StrongDual,,
Subgroup,2,1/2,Q83478,Group (mathematics),formalized,Top,FALSE,"AddGroup, CommGroup, Group, MonoidHom",https://en.wikipedia.org/wiki/Group_mathematics,https://www.wikidata.org/wiki/Q83478,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Subgroup,,
Subgroup,2,2/2,Q874429,Group theory,formalized,Top,FALSE,"CommGroup, Group, MonoidHom",https://en.wikipedia.org/wiki/Group_theory,https://www.wikidata.org/wiki/Q874429,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Subgroup,,
Submodule.span,2,1/2,Q189569,Basis (linear algebra),formalized,High,FALSE,"Basis, Basis.equivFun, Basis.mk, LinearIndependent",https://en.wikipedia.org/wiki/Basis_linear_algebra,https://www.wikidata.org/wiki/Q189569,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Submodule.span,,
Submodule.span,2,2/2,Q643669,Generator (mathematics),formalized,High,FALSE,"ClosureOperator, Subgroup.closure, Submodule.FG, Submonoid.closure",https://en.wikipedia.org/wiki/Generator_mathematics,https://www.wikidata.org/wiki/Q643669,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Submodule.span,,
Submodule.starProjection,2,1/2,Q2734388,Vector projection,formalized,Mid,FALSE,"Submodule.orthogonalProjection, Submodule.starProjection_inner_eq_zero, orthogonalProjection",https://en.wikipedia.org/wiki/Vector_projection,https://www.wikidata.org/wiki/Q2734388,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Submodule.starProjection,,
Submodule.starProjection,2,2/2,Q6553462,Linear least squares,formalized,Mid,FALSE,"exists_norm_eq_iInf_of_complete_subspace, norm_eq_iInf_iff_inner_eq_zero, starProjection_minimal",https://en.wikipedia.org/wiki/Linear_least_squares,https://www.wikidata.org/wiki/Q6553462,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Submodule.starProjection,,
Submonoid.closure,2,1/2,Q4720939,Closure (mathematics),formalized,High,FALSE,"ClosureOperator, ClosureOperator.IsClosed, LowerAdjoint",https://en.wikipedia.org/wiki/Closure_mathematics,https://www.wikidata.org/wiki/Q4720939,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Submonoid.closure,,
Submonoid.closure,2,2/2,Q643669,Generator (mathematics),formalized,High,FALSE,"ClosureOperator, Subgroup.closure, Submodule.FG, Submodule.span",https://en.wikipedia.org/wiki/Generator_mathematics,https://www.wikidata.org/wiki/Q643669,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Submonoid.closure,,
T2Space,2,1/2,Q1140985,Separation axiom,formalized,Mid,TRUE,"NormalSpace, RegularSpace, T0Space, T1Space",https://en.wikipedia.org/wiki/Separation_axiom,https://www.wikidata.org/wiki/Q1140985,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=T2Space,,
T2Space,2,2/2,Q326908,Hausdorff space,formalized,Mid,TRUE,"eq_of_nhds_neBot, t2Space_iff_disjoint_nhds, t2_iff_isClosed_diagonal, t2_separation",https://en.wikipedia.org/wiki/Hausdorff_space,https://www.wikidata.org/wiki/Q326908,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=T2Space,,
TM2ComputableInTime,2,1/2,Q205084,Computational complexity theory,formalized,Mid,FALSE,"TM2Computable, TM2ComputableInPolyTime, TM2OutputsInTime",https://en.wikipedia.org/wiki/Computational_complexity_theory,https://www.wikidata.org/wiki/Q205084,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TM2ComputableInTime,,
TM2ComputableInTime,2,2/2,Q2393193,Time complexity,formalized,High,TRUE,"EvalsToInTime, TM2ComputableInPolyTime, TM2OutputsInTime",https://en.wikipedia.org/wiki/Time_complexity,https://www.wikidata.org/wiki/Q2393193,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TM2ComputableInTime,,
TM2OutputsInTime,2,1/2,Q205084,Computational complexity theory,formalized,Mid,FALSE,"TM2Computable, TM2ComputableInPolyTime, TM2ComputableInTime",https://en.wikipedia.org/wiki/Computational_complexity_theory,https://www.wikidata.org/wiki/Q205084,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TM2OutputsInTime,,
TM2OutputsInTime,2,2/2,Q2393193,Time complexity,formalized,High,FALSE,"EvalsToInTime, TM2ComputableInPolyTime, TM2ComputableInTime",https://en.wikipedia.org/wiki/Time_complexity,https://www.wikidata.org/wiki/Q2393193,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TM2OutputsInTime,,
TendstoInDistribution,2,1/2,Q5165492,Continuous mapping theorem,formalized,Mid,FALSE,"ProbabilityMeasure.tendsto_map_of_tendsto_of_continuous, TendstoInDistribution.continuous_comp, TendstoInDistribution.continuous_comp_prodMk_of_tendstoInMeasure_const",https://en.wikipedia.org/wiki/Continuous_mapping_theorem,https://www.wikidata.org/wiki/Q5165492,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TendstoInDistribution,,
TendstoInDistribution,2,2/2,Q578985,Convergence of random variables,formalized,High,TRUE,"TendstoInDistribution.continuous_comp, TendstoInDistribution.prodMk_of_tendstoInMeasure_const, TendstoInMeasure, TendstoInMeasure.exists_seq_tendsto_ae",https://en.wikipedia.org/wiki/Convergence_of_random_variables,https://www.wikidata.org/wiki/Q578985,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TendstoInDistribution,,
TendstoInDistribution.continuous_comp,2,1/2,Q5165492,Continuous mapping theorem,formalized,Mid,TRUE,"ProbabilityMeasure.tendsto_map_of_tendsto_of_continuous, TendstoInDistribution, TendstoInDistribution.continuous_comp_prodMk_of_tendstoInMeasure_const",https://en.wikipedia.org/wiki/Continuous_mapping_theorem,https://www.wikidata.org/wiki/Q5165492,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TendstoInDistribution.continuous_comp,,
TendstoInDistribution.continuous_comp,2,2/2,Q578985,Convergence of random variables,formalized,High,FALSE,"TendstoInDistribution, TendstoInDistribution.prodMk_of_tendstoInMeasure_const, TendstoInMeasure, TendstoInMeasure.exists_seq_tendsto_ae",https://en.wikipedia.org/wiki/Convergence_of_random_variables,https://www.wikidata.org/wiki/Q578985,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TendstoInDistribution.continuous_comp,,
TendstoInDistribution.continuous_comp_prodMk_of_tendstoInMeasure_const,2,1/2,Q5165492,Continuous mapping theorem,formalized,Mid,FALSE,"ProbabilityMeasure.tendsto_map_of_tendsto_of_continuous, TendstoInDistribution, TendstoInDistribution.continuous_comp",https://en.wikipedia.org/wiki/Continuous_mapping_theorem,https://www.wikidata.org/wiki/Q5165492,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TendstoInDistribution.continuous_comp_prodMk_of_tendstoInMeasure_const,,
TendstoInDistribution.continuous_comp_prodMk_of_tendstoInMeasure_const,2,2/2,Q643826,Slutsky's theorem,formalized,Mid,FALSE,TendstoInDistribution.prodMk_of_tendstoInMeasure_const,https://en.wikipedia.org/wiki/Slutskys_theorem,https://www.wikidata.org/wiki/Q643826,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TendstoInDistribution.continuous_comp_prodMk_of_tendstoInMeasure_const,,
TendstoInDistribution.prodMk_of_tendstoInMeasure_const,2,1/2,Q578985,Convergence of random variables,formalized,High,FALSE,"TendstoInDistribution, TendstoInDistribution.continuous_comp, TendstoInMeasure, TendstoInMeasure.exists_seq_tendsto_ae",https://en.wikipedia.org/wiki/Convergence_of_random_variables,https://www.wikidata.org/wiki/Q578985,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TendstoInDistribution.prodMk_of_tendstoInMeasure_const,,
TendstoInDistribution.prodMk_of_tendstoInMeasure_const,2,2/2,Q643826,Slutsky's theorem,formalized,Mid,TRUE,TendstoInDistribution.continuous_comp_prodMk_of_tendstoInMeasure_const,https://en.wikipedia.org/wiki/Slutskys_theorem,https://www.wikidata.org/wiki/Q643826,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TendstoInDistribution.prodMk_of_tendstoInMeasure_const,,
TensorProduct,2,1/2,Q1163016,Tensor product,formalized,High,TRUE,"TensorProduct.lift, TensorProduct.lift.equiv, TensorProduct.mk, TensorProduct.tmul",https://en.wikipedia.org/wiki/Tensor_product,https://www.wikidata.org/wiki/Q1163016,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TensorProduct,,
TensorProduct,2,2/2,Q188524,Tensor,formalized,High,TRUE,"MultilinearMap, PiTensorProduct, TensorAlgebra",https://en.wikipedia.org/wiki/Tensor,https://www.wikidata.org/wiki/Q188524,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TensorProduct,,
Transcendental.irrational,2,1/2,Q173091,Transcendental number,formalized,High,FALSE,"Algebra.Transcendental, Transcendental, transcendental_iff, transcendental_liouvilleNumber",https://en.wikipedia.org/wiki/Transcendental_number,https://www.wikidata.org/wiki/Q173091,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Transcendental.irrational,,
Transcendental.irrational,2,2/2,Q607728,Irrational number,formalized,High,FALSE,"Irrational, Nat.Prime.irrational_sqrt, irrational_iff_ne_rational, irrational_sqrt_two",https://en.wikipedia.org/wiki/Irrational_number,https://www.wikidata.org/wiki/Q607728,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Transcendental.irrational,,
Turing.TM0.Machine,2,1/2,Q163310,Turing machine,formalized,High,TRUE,"Turing.TM0.Cfg, Turing.TM0.Stmt, Turing.TM0.step, Turing.Tape",https://en.wikipedia.org/wiki/Turing_machine,https://www.wikidata.org/wiki/Q163310,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Turing.TM0.Machine,,
Turing.TM0.Machine,2,2/2,Q2703890,Universal Turing machine,formalized,High,FALSE,"Nat.Partrec.Code.eval, Nat.Partrec.Code.evaln, Nat.Partrec.Code.exists_code, Nat.Partrec.Code.smn",https://en.wikipedia.org/wiki/Universal_Turing_machine,https://www.wikidata.org/wiki/Q2703890,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Turing.TM0.Machine,,
TuringDegree,2,1/2,Q1527413,Turing degree,formalized,Mid,TRUE,"TuringDegree.instPartialOrder, TuringEquivalent, TuringReducible",https://en.wikipedia.org/wiki/Turing_degree,https://www.wikidata.org/wiki/Q1527413,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TuringDegree,,
TuringDegree,2,2/2,Q818930,Computability theory,formalized,Mid,FALSE,"Computable, ComputablePred, Partrec, TuringReducible",https://en.wikipedia.org/wiki/Computability_theory,https://www.wikidata.org/wiki/Q818930,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TuringDegree,,
TuringReducible,2,1/2,Q1527413,Turing degree,formalized,Mid,FALSE,"TuringDegree, TuringDegree.instPartialOrder, TuringEquivalent",https://en.wikipedia.org/wiki/Turing_degree,https://www.wikidata.org/wiki/Q1527413,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TuringReducible,,
TuringReducible,2,2/2,Q818930,Computability theory,formalized,Mid,FALSE,"Computable, ComputablePred, Partrec, TuringDegree",https://en.wikipedia.org/wiki/Computability_theory,https://www.wikidata.org/wiki/Q818930,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=TuringReducible,,
UniqueFactorizationMonoid,2,1/2,Q4846249,Integer factorization,formalized,High,FALSE,"Nat.factorization, Nat.primeFactorsList, Nat.primeFactorsList_unique, Nat.prod_primeFactorsList",https://en.wikipedia.org/wiki/Integer_factorization,https://www.wikidata.org/wiki/Q4846249,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=UniqueFactorizationMonoid,,
UniqueFactorizationMonoid,2,2/2,Q670235,Fundamental theorem of arithmetic,formalized,Top,FALSE,"Nat.factorization, Nat.primeFactorsList, Nat.primeFactorsList_unique, Nat.prod_primeFactorsList",https://en.wikipedia.org/wiki/Fundamental_theorem_of_arithmetic,https://www.wikidata.org/wiki/Q670235,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=UniqueFactorizationMonoid,,
UpperHalfPlane.instMetricSpace,2,1/2,Q209306,Hyperbolic geometry,formalized,High,FALSE,UpperHalfPlane,https://en.wikipedia.org/wiki/Hyperbolic_geometry,https://www.wikidata.org/wiki/Q209306,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=UpperHalfPlane.instMetricSpace,,
UpperHalfPlane.instMetricSpace,2,2/2,Q233858,Non-Euclidean geometry,formalized,Top,TRUE,"UpperHalfPlane.dist_eq, UpperHalfPlane.metricSpaceAux",https://en.wikipedia.org/wiki/Non-Euclidean_geometry,https://www.wikidata.org/wiki/Q233858,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=UpperHalfPlane.instMetricSpace,,
VectorField.mlieBracket,2,1/2,Q186247,Vector field,formalized,High,FALSE,"TangentBundle, TangentSpace, VectorField.lieBracket",https://en.wikipedia.org/wiki/Vector_field,https://www.wikidata.org/wiki/Q186247,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=VectorField.mlieBracket,,
VectorField.mlieBracket,2,2/2,Q579267,Lie derivative,formalized,Mid,TRUE,"VectorField.leibniz_identity_mlieBracket, VectorField.lieBracket, VectorField.lieBracketWithin, VectorField.mlieBracketWithin",https://en.wikipedia.org/wiki/Lie_derivative,https://www.wikidata.org/wiki/Q579267,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=VectorField.mlieBracket,,
VectorFourier.fourierIntegral,2,1/2,Q1365258,Fourier analysis,formalized,Top,TRUE,"AddCircle.fourier, AddCircle.fourierBasis, AddCircle.fourierCoeff, MeasureTheory.Integrable.fourier_inversion",https://en.wikipedia.org/wiki/Fourier_analysis,https://www.wikidata.org/wiki/Q1365258,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=VectorFourier.fourierIntegral,,
VectorFourier.fourierIntegral,2,2/2,Q6520159,Fourier transform,formalized,Top,TRUE,"Fourier.fourierIntegral, FourierTransform, MeasureTheory.Integrable.fourierInv_fourier_eq, Real.instFourierTransform",https://en.wikipedia.org/wiki/Fourier_transform,https://www.wikidata.org/wiki/Q6520159,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=VectorFourier.fourierIntegral,,
WeierstrassCurve.Affine.Point,2,1/2,Q268493,Elliptic curve,formalized,High,FALSE,"WeierstrassCurve, WeierstrassCurve.IsElliptic, WeierstrassCurve.j, WeierstrassCurve.Δ",https://en.wikipedia.org/wiki/Elliptic_curve,https://www.wikidata.org/wiki/Q268493,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=WeierstrassCurve.Affine.Point,,
WeierstrassCurve.Affine.Point,2,2/2,Q527863,Birch and Swinnerton-Dyer conjecture,formalized,High,FALSE,"WeierstrassCurve, WeierstrassCurve.IsElliptic, WeierstrassCurve.LFunction, WeierstrassCurve.LSeries",https://en.wikipedia.org/wiki/Birch_and_Swinnerton-Dyer_conjecture,https://www.wikidata.org/wiki/Q527863,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=WeierstrassCurve.Affine.Point,,
WeierstrassCurve.IsElliptic,2,1/2,Q268493,Elliptic curve,formalized,High,TRUE,"WeierstrassCurve, WeierstrassCurve.Affine.Point, WeierstrassCurve.j, WeierstrassCurve.Δ",https://en.wikipedia.org/wiki/Elliptic_curve,https://www.wikidata.org/wiki/Q268493,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=WeierstrassCurve.IsElliptic,,
WeierstrassCurve.IsElliptic,2,2/2,Q527863,Birch and Swinnerton-Dyer conjecture,formalized,High,FALSE,"WeierstrassCurve, WeierstrassCurve.Affine.Point, WeierstrassCurve.LFunction, WeierstrassCurve.LSeries",https://en.wikipedia.org/wiki/Birch_and_Swinnerton-Dyer_conjecture,https://www.wikidata.org/wiki/Q527863,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=WeierstrassCurve.IsElliptic,,
ZFSet.isOrdinal_notMem_univ,2,1/2,Q4344872,Paradoxes of set theory,formalized,Mid,FALSE,"Cardinal.cantor, cantor_injective, cantor_surjective, not_small_ordinal",https://en.wikipedia.org/wiki/Paradoxes_of_set_theory,https://www.wikidata.org/wiki/Q4344872,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZFSet.isOrdinal_notMem_univ,,
ZFSet.isOrdinal_notMem_univ,2,2/2,Q836475,Axiom of limitation of size,not_formalized,Mid,FALSE,"Class, Class.mem_univ, Class.univ",https://en.wikipedia.org/wiki/Axiom_of_limitation_of_size,https://www.wikidata.org/wiki/Q836475,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZFSet.isOrdinal_notMem_univ,,
ZLattice.covolume,2,1/2,Q1096885,Lattice (group),formalized,High,FALSE,"IsZLattice, ZLattice.module_free, ZLattice.rank, instIsZLatticeRealSpan",https://en.wikipedia.org/wiki/Lattice_group,https://www.wikidata.org/wiki/Q1096885,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZLattice.covolume,,
ZLattice.covolume,2,2/2,Q6497088,Lattice (discrete subgroup),formalized,High,FALSE,"IsZLattice, IsZLattice.basis, ZLattice.isAddFundamentalDomain, ZLattice.rank",https://en.wikipedia.org/wiki/Lattice_discrete_subgroup,https://www.wikidata.org/wiki/Q6497088,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZLattice.covolume,,
ZLattice.rank,2,1/2,Q1096885,Lattice (group),formalized,High,FALSE,"IsZLattice, ZLattice.covolume, ZLattice.module_free, instIsZLatticeRealSpan",https://en.wikipedia.org/wiki/Lattice_group,https://www.wikidata.org/wiki/Q1096885,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZLattice.rank,,
ZLattice.rank,2,2/2,Q6497088,Lattice (discrete subgroup),formalized,High,FALSE,"IsZLattice, IsZLattice.basis, ZLattice.covolume, ZLattice.isAddFundamentalDomain",https://en.wikipedia.org/wiki/Lattice_discrete_subgroup,https://www.wikidata.org/wiki/Q6497088,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZLattice.rank,,
ZMod,2,1/2,Q319400,Modular arithmetic,formalized,Top,TRUE,"Int.ModEq, Nat.ModEq",https://en.wikipedia.org/wiki/Modular_arithmetic,https://www.wikidata.org/wiki/Q319400,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZMod,,
ZMod,2,2/2,Q603880,Finite field,formalized,High,FALSE,"FiniteField.card, FiniteField.card', GaloisField, GaloisField.card",https://en.wikipedia.org/wiki/Finite_field,https://www.wikidata.org/wiki/Q603880,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZMod,,
ZMod.dft,2,1/2,Q2878,Discrete Fourier transform,formalized,High,TRUE,"ZMod.dft_apply, ZMod.dft_dft, ZMod.dft_eq_fourier, ZMod.invDFT_apply",https://en.wikipedia.org/wiki/Discrete_Fourier_transform,https://www.wikidata.org/wiki/Q2878,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZMod.dft,,
ZMod.dft,2,2/2,Q623950,Fast Fourier transform,formalized,High,TRUE,ZMod.dft_dft,https://en.wikipedia.org/wiki/Fast_Fourier_transform,https://www.wikidata.org/wiki/Q623950,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZMod.dft,,
ZMod.dft_dft,2,1/2,Q2878,Discrete Fourier transform,formalized,High,FALSE,"ZMod.dft, ZMod.dft_apply, ZMod.dft_eq_fourier, ZMod.invDFT_apply",https://en.wikipedia.org/wiki/Discrete_Fourier_transform,https://www.wikidata.org/wiki/Q2878,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZMod.dft_dft,,
ZMod.dft_dft,2,2/2,Q623950,Fast Fourier transform,formalized,High,FALSE,ZMod.dft,https://en.wikipedia.org/wiki/Fast_Fourier_transform,https://www.wikidata.org/wiki/Q623950,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ZMod.dft_dft,,
avgRisk,2,1/2,Q278090,Prior probability,formalized,High,FALSE,"bayesRisk, posterior, posterior_eq_withDensity",https://en.wikipedia.org/wiki/Prior_probability,https://www.wikidata.org/wiki/Q278090,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=avgRisk,,
avgRisk,2,2/2,Q842217,Bayes estimator,formalized,High,FALSE,"bayesRisk, posterior",https://en.wikipedia.org/wiki/Bayes_estimator,https://www.wikidata.org/wiki/Q842217,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=avgRisk,,
borel,2,1/2,Q892585,Borel measure,formalized,High,TRUE,"BorelSpace, MeasureTheory.Measure.Regular, OpensMeasurableSpace",https://en.wikipedia.org/wiki/Borel_measure,https://www.wikidata.org/wiki/Q892585,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=borel,,
borel,2,2/2,Q893487,Borel hierarchy,formalized,Mid,FALSE,"IsGδ, MeasurableSpace.generateMeasurableRec, MeasurableSpace.generateMeasurable_eq_rec",https://en.wikipedia.org/wiki/Borel_hierarchy,https://www.wikidata.org/wiki/Q893487,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=borel,,
circleMap,2,1/2,Q17278,Circle,formalized,Top,FALSE,"Circle, EuclideanGeometry.Sphere, Metric.sphere",https://en.wikipedia.org/wiki/Circle,https://www.wikidata.org/wiki/Q17278,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=circleMap,,
circleMap,2,2/2,Q715746,Circular motion,formalized,High,TRUE,deriv_circleMap,https://en.wikipedia.org/wiki/Circular_motion,https://www.wikidata.org/wiki/Q715746,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=circleMap,,
completedRiemannZeta,2,1/2,Q187235,Riemann zeta function,formalized,High,FALSE,"RiemannHypothesis, riemannZeta, riemannZeta_one_sub, zeta_eq_tsum_one_div_nat_cpow",https://en.wikipedia.org/wiki/Riemann_zeta_function,https://www.wikidata.org/wiki/Q187235,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=completedRiemannZeta,,
